study_ID,author_first,year,extracted,thermal_strategy,taxa,species,species_OTL,origin,setting,age,sex,mean_mass_g,lon,lat,trt_temp,bio_hier,trait,response,response_unit,mass_corrected,disp_trait,disp_unit,measure_time_h,time_lag_days,sample_size,chi,F,t,df,corr_coeff,corr_corrected,dispersal_def,notes,title,ref
47,Garnier,2021,Fig 4,Endotherm,Mammalia,Capra_pyrenaica,Capra pyrenaica hispanica,wild,wild,Adult,Mixed,85000,0.688607,42.851297,,Organism,Condition,Body condition,index,y,Dispersal,km,,,169,,,,,-0.477560038,n,,Spring,"Intrinsic factors, release conditions and presence of conspecifics affect post?release dispersal after translocation of Iberian ibex",https://zslpublications.onlinelibrary.wiley.com/doi/full/10.1111/acv.12669
47,Garnier,2021,Fig 4,Endotherm,Mammalia,Capra_pyrenaica,Capra pyrenaica hispanica,wild,wild,Adult,Mixed,85000,,,,Organism,Condition,Body condition,index,y,Dispersal,km,,,169,,,,,0.393448696,n,,Summer,,
47,Garnier,2021,Fig 4,Endotherm,Mammalia,Capra_pyrenaica,Capra pyrenaica hispanica,wild,wild,Adult,Mixed,85000,,,,Organism,Condition,Body condition,index,y,Dispersal,km,,,169,,,,,0.55071941,n,,Rutting,,
48,Woodroffe,1993,Fig 3,Endotherm,Mammalia,Meles_meles,Meles meles meles,wild,wild,Adult,Male,10000,-1.33197,51.771474,,Macromolecule,Hormone,Testosterone,ng ml,n,Dispersal,%,,,20,,,3.5,6,0.81928803,n,,,"Dispersal and philopatry in the European badger, Meles meles",https://zslpublications.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-7998.1995.tb02760.x?casa_token=Ancj1mn7hLMAAAAA:xx6kvQ3P-tK_5AJP6Dnb2PyoRB3wNGggdrdyC2RCURKvRbtMhiLtQCGg70P2ipyS5s8LoezlVlqg6DIM
49,Akinyi,2017,Table 2,Endotherm,Mammalia,Papio_cynocephalus,Papio cynocephalus cynocephalus,wild,wild,Adult,Male,23000,,,,Macromolecule,Hormone,Glucocorticoids,ng g,n,Dispersal,%,,,114,,,,,-0.03,n,,,Hormonal correlates of natal dispersal and rank attainment in wild male baboons,https://www.sciencedirect.com/science/article/pii/S0018506X16304329?casa_token=gVScxctWwWEAAAAA:g08M-PMrWnT_bTmtvWWFLy6DkK5zMvnqo9A3hbh8xOCsflriYnms1CVo5pAgM9dR7Bq2uExeKQ
49,Akinyi,2017,Table 3,Endotherm,Mammalia,Papio_cynocephalus,Papio cynocephalus cynocephalus,wild,wild,Adult,Male,23000,37.269448,-2.65691,,Macromolecule,Hormone,Testosterone,ng g,n,Dispersal,%,,,114,,,,,0.02,n,,,,
50,Thorlacius,2015,Fig A2,Ectotherm,Osteichthyes,Neogobius_melanostomus,Neogobius melanostomus,wild,indoor lab,Adult,Male,80,18.798056,54.606667,,Organism,Condition,Body condition,index,y,Exploration,n,20,,50,,,,,-0.299634606,n,number of dispersal decisions,,Behavioral dependent dispersal in the invasive round goby Neogobius melanostomus depends on population age,https://academic.oup.com/cz/article/61/3/529/1786669?login=true
50,Thorlacius,2015,Table A2,Ectotherm,Osteichthyes,Neogobius_melanostomus,Neogobius melanostomus,wild,indoor lab,Adult,Male,80,,,,Organism,Condition,Body condition,index,y,Activity,cm s,,,50,,,,,0.028,n,,,,
51,Louppe,2018,Table 1,Ectotherm,Amphibia,Xenopus_laevis,Xenopus laevis laevis,wild,indoor lab,Adult,Mixed,37.5,-0.304805,46.9485,,Organism,Locomotor capacity,Endurance,s,n,Activity,s,,,53,,,,,0.73,n,,,Differences in standard metabolic rate at the range edge versus the center of an expanding invasive population of Xenopus laevis in the West of France,https://zslpublications.onlinelibrary.wiley.com/doi/full/10.1111/jzo.12548
52,Atwell,2012,text,Endotherm,Aves,Junco_hyemalis,Junco hyemalis aikeni,wild,indoor lab,Adult,Mixed,,-117.166667,32.666667,,Macromolecule,Hormone,Corticosterone,ng ml,y,Exploration,PC1,0.333333,,40,,5.84,,39,-0.360888981,n,,,Boldness behavior and stress physiology in a novel urban environment suggest rapid correlated evolutionary adaptation,https://academic.oup.com/beheco/article/23/5/960/232442
53,Maes,2012,Table 1,Ectotherm,Amphibia,Bufo_calamita,Epidalea calamita,wild,indoor lab,Adult,Mixed,,4.169473,51.116988,,Organism,Locomotor capacity,Endurance,m,y,Exploration,score,0.166667,,118,,,,,0.091,n,minimum convex polygon using all locations of the toadlet during the first minute after latency had passed.,,Individual and among-population variation in dispersal-related traits in Natterjack toads,https://academic.oup.com/beheco/article/24/2/521/250826?login=true#80864461
53,Maes,2012,Table 1,Ectotherm,Amphibia,Bufo_calamita,Epidalea calamita,wild,indoor lab,Adult,Mixed,,,,,Organism,Locomotor capacity,Endurance,m,y,Activity,,0.166667,,118,,,,,0.021,n,,,,
53,Maes,2012,Table 1,Ectotherm,Amphibia,Bufo_calamita,Epidalea calamita,wild,indoor lab,Adult,Mixed,,,,,Organism,Locomotor capacity,Sprint speed,cm min,y,Exploration,score,0.166667,,118,,,,,0.059,n,,,,
53,Maes,2012,Table 1,Ectotherm,Amphibia,Bufo_calamita,Epidalea calamita,wild,indoor lab,Adult,Mixed,,,,,Organism,Locomotor capacity,Sprint speed,cm min,y,Activity,,0.166667,,118,,,,,0.19,n,,,,
53,Maes,2012,Table 1,Ectotherm,Amphibia,Bufo_calamita,Epidalea calamita,wild,wild,Adult,Mixed,,,,,Organism,Locomotor capacity,Endurance,m,y,Exploration,score,0.166667,,118,,,,,-0.029,n,,,,
53,Maes,2012,Table 1,Ectotherm,Amphibia,Bufo_calamita,Epidalea calamita,wild,wild,Adult,Mixed,,,,,Organism,Locomotor capacity,Endurance,m,y,Activity,,0.166667,,118,,,,,0.064,n,,,,
53,Maes,2012,Table 1,Ectotherm,Amphibia,Bufo_calamita,Epidalea calamita,wild,wild,Adult,Mixed,,,,,Organism,Locomotor capacity,Sprint speed,cm min,y,Exploration,score,0.166667,,118,,,,,-0.019,n,,,,
53,Maes,2012,Table 1,Ectotherm,Amphibia,Bufo_calamita,Epidalea calamita,wild,wild,Adult,Mixed,,,,,Organism,Locomotor capacity,Sprint speed,cm min,y,Activity,,0.166667,,118,,,,,0.14,n,,,,
54,Steyn,2016,raw data,Ectotherm,Invertebrate,Ceratitis_capitata,Ceratitis capitata,lab,indoor lab,Juvenile,Mixed,0.006274744,,,25,Organism,Locomotor capacity,Max force,mN,n,Activity,s,1.217222,0,54,,,,,0.676466578,n,,,"Dispersal propensity, but not flight performance, explains variation in dispersal ability",https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.0905
55,Barbraud,2003,Fig 3,Endotherm,Aves,Phoenicopterus_ruber,Phoenicopterus ruber ruber,wild,wild,Juvenile,Mixed,2317.6,9.333333,39.216667,,Organism,Condition,Body condition,,y,Dispersal,,,,462,,,,,0.873,n,movement from natal area,,Phenotypic correlates of post?fledging dispersal in a population of greater flamingos: the importance of body condition,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1046/j.1365-2656.2003.00695.x
56,Lowe,2006,text,Ectotherm,Amphibia,Gyrinophilus_porphyriticus,Gyrinophilus porphyriticus,wild,wild,Adult,Mixed,,-71.086307,44.917353,,Organism,Condition,Body condition,,y,Dispersal,m,26280,,115,5.69,,,1,0.222437094,n,upstream dispersal,,Self?organisation in streams: the relationship between movement behaviour and body condition in a headwater salamander,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2427.2006.01635.x
57,Liebl,2012,Fig 4,Endotherm,Aves,Passer_domesticus,Passer domesticus domesticus,wild,wild,Adult,Mixed,,39.61201,-4.031752,,Macromolecule,Hormone,Corticosterone,ng ml,y,Dispersal,km,,,88,,2.13,,86,0.155463312,n,,,Exploratory behaviour and stressor hyper-responsiveness facilitate range expansion of an introduced songbird,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2012.1606
58,Niitepold,2009,Fig 1,Ectotherm,Invertebrate,Melitaea_cinxia,Melitaea cinxia,wild,indoor lab,Adult,Mixed,,20.828,60.069,,Organism,Metabolism,Routine MR,residual (ml CO2 min),y,Activity,m,1,,52,,,4.84,51,0.561027551,n,,,Flight metabolic rate and Pgi genotype influence butterfly dispersal rate in the field,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/08-1498.1?casa_token=9_tGqLVS8D8AAAAA%3A5ankdJIFzBbIzSBvYJN66shR1apX7RpIFLtDDI_5IqUqZ1VJpthUL5eaAX_hLlXj_hh8SNE9k5V6Dht7
59,Belgard,2017,Fig 3,Ectotherm,Invertebrate,Panopeus_herbstii,Panopeus herbstii,wild,wild,Adult,Female,,-79.166667,33.333333,,Macromolecule,Condition,Glycogen content,ug mg,y,Activity,%,3,,50,,,,,0.1,n,,low complexity,Individual personality associated with interactions between physiological condition and the environment,https://www.sciencedirect.com/science/article/pii/S0003347216302950
59,Belgard,2017,Fig 3,Ectotherm,Invertebrate,Panopeus_herbstii,Panopeus herbstii,wild,wild,Adult,Female,,,,,Macromolecule,Condition,Glycogen content,ug mg,y,Activity,%,3,,50,,,,,0.13,n,,high complexity,,
60,Dubois,2010,text,Ectotherm,Invertebrate,Osmoderma_eremita,Osmoderma eremita,wild,wild,Adult,Female,,0.301305,48.790541,23.2,Organism,Condition,Body condition,,y,Activity,,,,8,6.13,,,1,-0.87535707,n,,,Sex-biased and body condition dependent dispersal capacity in the endangered saproxylic beetle Osmoderma eremita (Coleoptera: Cetoniidae),https://link.springer.com/article/10.1007/s10841-010-9296-0#Sec13
60,Dubois,2010,text,Ectotherm,Invertebrate,Osmoderma_eremita,Osmoderma eremita,wild,indoor lab,Adult,Male,,,,23.2,Organism,Condition,Body condition,,y,Activity,,,,20,4.3,,,1,0.463680925,n,,,,
61,Chappell,2004,Table 2,Endotherm,Mammalia,Peromyscus maniculatus sonoriensis,Peromyscus maniculatus sonoriensis,lab,indoor lab,Adult,Mixed,22.2,,,25,Organism,Metabolism,Max MR,,y,Activity,%,24,0,32,,,,,-0.346,n,,,"Voluntary running in deer mice: speed, distance, energy costs and temperature effects",https://jeb.biologists.org/content/207/22/3839.short
61,Chappell,2004,Table 2,Endotherm,Mammalia,Peromyscus maniculatus sonoriensis,Peromyscus maniculatus sonoriensis,lab,indoor lab,Adult,Mixed,22.2,,,25,Organism,Metabolism,Resting MR,,y,Activity,%,24,0,32,,,,,0.394,n,,,,
61,Chappell,2004,Table 2,Endotherm,Mammalia,Peromyscus maniculatus sonoriensis,Peromyscus maniculatus sonoriensis,lab,indoor lab,Adult,Mixed,22.2,,,25,Organism,Locomotor capacity,Sprint speed,,y,Activity,%,24,0,32,,,,,0.067,n,,,,
62,Lei,2021,raw data,Ectotherm,Reptilia,Varanus salvator,Varanus salvator,wild,wild,Adult,Mixed,4610,103.008381,5.811676,,Organism,Condition,Body condition,,y,Activity,m day,,,5,,,,,-0.333151242,n,,,Spatial Ecology of Asian Water Monitors Adjacent to a Sea Turtle Nesting Beach,https://bioone.org/journals/zoological-science/volume-38/issue-1/zs200071/Spatial-Ecology-of-Asian-Water-Monitors-Adjacent-to-a-Sea/10.2108/zs200071.full
63,Lei,2017,raw data,Ectotherm,Reptilia,Varanus panoptes,Varanus panoptes panoptes,wild,wild,Adult,Male,2500,151.961139,-24.322957,,Organism,Condition,Body condition,,y,Activity,m day,,,18,,,,,0.131389035,n,,,Spatial ecology of yellow-spotted goannas adjacent to a sea turtle nesting beach,https://www.publish.csiro.au/ZO/ZO17006
63,Lei,2017,raw data,Ectotherm,Reptilia,Varanus panoptes,Varanus panoptes panoptes,wild,wild,Adult,Female,860,,,,Organism,Condition,Body condition,,y,Activity,m day,,,5,,,,,0.688120005,n,,,,
64,Plummer,1996,raw data,Ectotherm,Reptilia,Coluber constrictor,Coluber constrictor flaviventris,wild,wild,Adult,Mixed,132,-81.685332,33.515878,,Organism,Metabolism,Field MR,ml CO2 g h,y,Activity,m day,,,7,,,,,-0.328562022,n,,,"Rates of Metabolism and Water Flux in Free-Ranging Racers, Coluber constrictor",https://www.jstor.org/stable/1446937?seq=1#metadata_info_tab_contents
65,Marshall,2019,raw data,Ectotherm,Reptilia,Ophiophagus hannah,Ophiophagus hannah,wild,wild,Juvenile,Mixed,624.76,101.53,14.19,,Organism,Condition,Body condition,,y,Activity,m day,,,4,,,,,0.331473139,n,,,"Space fit for a king: spatial ecology of king cobras (Ophiophagus hannah) in Sakaerat Biosphere Reserve, Northeastern Thailand",https://brill.com/view/journals/amre/40/2/article-p163_3.xml#d17831694e790
65,Marshall,2019,raw data,Ectotherm,Reptilia,Ophiophagus hannah,Ophiophagus hannah,wild,wild,Adult,Mixed,3807.1,101.53,14.19,,Organism,Condition,Body condition,,y,Activity,m day,,,10,,,,,-0.376196105,n,,,,
66,Klug,2011,raw data,Ectotherm,Reptilia,Coluber constrictor flaviventris,Coluber constrictor flaviventris,wild,wild,Adult,Mixed,142.8333333,-96.583333,39.083333,,Organism,Condition,Body condition,,y,Activity,m day,,,12,,,,,-0.056170205,n,,,Spatial Ecology of Eastern Yellow-Bellied Racer (Coluber constrictor flaviventris) and Great Plains Rat Snake (Pantherophis emoryi) in a Contiguous Tallgrass-Prairie Landscape,https://bioone.org/journals/herpetologica/volume-67/issue-4/HERPETOLOGICA-D-10-00076.1/Spatial-Ecology-of-Eastern-Yellow-Bellied-Racer-Coluber-constrictor-flaviventris/10.1655/HERPETOLOGICA-D-10-00076.1.full
66,Klug,2011,raw data,Ectotherm,Reptilia,Pantherophis emoryi,Pantherophis emoryi,wild,wild,Adult,Mixed,256.6666667,-96.583333,39.083333,,Organism,Condition,Body condition,,y,Activity,m day,,,12,,,,,-0.042756836,n,,,,
67,Herrera,2014,Table 2,Ectotherm,Osteichthyes,Sparus aurata,Sparus aurata,lab,indoor lab,Juvenile,Mixed,52.4,,,19,Organism,Metabolism,Routine MR,umol O2 g h ,y,Activity,%,4.5,,23,,,,,0.602,n,,,Linking risk taking and the behavioral and metabolic responses to confinement stress in gilthead seabream Sparus aurata,https://www.sciencedirect.com/science/article/pii/S0168159114000768?casa_token=odadw5UxW1EAAAAA:WdTHX-_Mdutz6TsAyCI9c-5LmdFqfJ03tDPTTp8Hs8Hz0iow5D9BwWCjYy0hpbdrL1vj56qC2Q
67,Herrera,2014,Table 2,Ectotherm,Osteichthyes,Sparus aurata,Sparus aurata,lab,indoor lab,Juvenile,Mixed,52.4,,,19,Organism,Metabolism,Routine MR,umol O2 g h ,y,Exploration,min,4.5,,23,,,,,0.415,y,latency to go to the open area for the first time,,,
68,Killen,2011,Fig 2,Ectotherm,Osteichthyes,Dicentrarchus labrax,Dicentrarchus labrax,lab,indoor lab,Juvenile,Mixed,42.54,,,20,Organism,Metabolism,Routine MR,mg O2 kg h,y,Exploration,s,0.166,,36,,,,,0.1625602,y,time to first appear in new arena,,"Fuel, fasting, fear: routine metabolic rate and food deprivation exert synergistic effects on risk?taking in individual juvenile European sea bass",https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2656.2011.01844.x
68,Killen,2011,Fig 2,Ectotherm,Osteichthyes,Dicentrarchus labrax,Dicentrarchus labrax,lab,indoor lab,Juvenile,Mixed,42.54,,,20,Organism,Metabolism,Routine MR,mg O2 kg h,y,Activity,n,0.166,,36,,,,,0.1788208,n,,,,
69,Killen,2012,Fig 4,Ectotherm,Osteichthyes,Dicentrarchus labrax,Dicentrarchus labrax,lab,indoor lab,Juvenile,Mixed,81.2,,,22,Organism,Metabolism,Routine MR,mg O2 kg h,y,Exploration,s,1,,23,,,,,0.4304779,y,,under hypoxic conditions,A relationship between metabolic rate and risk?taking behaviour is revealed during hypoxia in juvenile European sea bass,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2435.2011.01920.x
69,Killen,2012,Fig 4,Ectotherm,Osteichthyes,Dicentrarchus labrax,Dicentrarchus labrax,lab,indoor lab,Juvenile,Mixed,81.2,,,22,Organism,Metabolism,Routine MR,mg O2 kg h,y,Activity,n,1,,23,,,,,0.4085387,n,,,,
70,Laskowski,2016,Table 2,Ectotherm,Osteichthyes,Esox lucius,Esox lucius,wild,outdoor lab,Adult,Female,1173,13.598353,53.00067,11.5,Organism,Metabolism,Standard MR,mg O2 kg h,y,Activity,PC1,0.5,,60,,,-0.34,1,-0.321902733,n,,,"Behaviour in a standardized assay, but not metabolic or growth rate, predicts behavioural variation in an adult aquatic top predator Esox lucius in the wild",https://onlinelibrary.wiley.com/doi/full/10.1111/jfb.12933?casa_token=ch9C_XXsYsEAAAAA%3AnkwydQHMLnx1m1b8485CwpmJixzSbDD_z4c45zt-Sm1GnruKSzjoF3MOsaPZBuYOR4WJaaEy5t_5-996
70,Laskowski,2016,Table 2,Ectotherm,Osteichthyes,Esox lucius,Esox lucius,wild,outdoor lab,Adult,Female,1173,,,11.5,Organism,Condition,Body condition,,y,Activity,PC1,0.5,,60,,,0.28,1,0.269629926,n,,,,
71,Rogowitz,1999,Table 2,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,indoor lab,Adult,Male,4.4,-66.002216,18.040253,18,Organism,Metabolism,Resting MR,ml O2 h,y,Activity,cm,,,12,,,,,-0.09,n,,distance after the 6th jump,"Locomotor Performance and Aerobic Capacity of the Cave Coquí, Eleutherodactylus cooki",https://www.jstor.org/stable/1447383?casa_token=kySEv50wjZoAAAAA%3A-6QHzkaph-Yijt5RzFpvvNQ5211t3Kt1oJj1lln36miskMZ5iWIWcjIuCB7Qdi-w1qJLwNcGMrRGoYJy1InTIhippWOQ_zr7kgp6N7vcEC9M88fQ9Xjq&seq=1#metadata_info_tab_contents
71,Rogowitz,1999,Table 2,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,indoor lab,Adult,Male,4.4,,,18,Organism,Metabolism,Max MR,ml O2 h,y,Activity,cm,,,12,,,,,0.02,n,,,,
71,Rogowitz,1999,Table 2,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,indoor lab,Adult,Male,4.4,,,18,Organism,Metabolism,Aerobic scope,ratio,y,Activity,cm,,,12,,,,,0.03,n,,,,
71,Rogowitz,1999,Table 2,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,indoor lab,Adult,Male,4.4,,,18,Organism,Locomotor capacity,Endurance,min,y,Activity,cm,,,12,,,,,0.13,n,,,,
71,Rogowitz,1999,Table 2,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,indoor lab,Adult,Male,4.4,,,23,Organism,Metabolism,Resting MR,ml O2 h,y,Activity,cm,,,12,,,,,0.5,n,,,,
71,Rogowitz,1999,Table 2,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,indoor lab,Adult,Male,4.4,,,23,Organism,Metabolism,Max MR,ml O2 h,y,Activity,cm,,,12,,,,,0.01,n,,,,
71,Rogowitz,1999,Table 2,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,indoor lab,Adult,Male,4.4,,,23,Organism,Metabolism,Aerobic scope,ratio,y,Activity,cm,,,12,,,,,-0.21,n,,,,
71,Rogowitz,1999,Table 2,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,indoor lab,Adult,Male,4.4,,,23,Organism,Locomotor capacity,Endurance,min,y,Activity,cm,,,12,,,,,-0.29,n,,,,
71,Rogowitz,1999,Table 2,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,indoor lab,Adult,Male,4.4,,,30,Organism,Metabolism,Resting MR,ml O2 h,y,Activity,cm,,,12,,,,,-0.46,n,,,,
71,Rogowitz,1999,Table 2,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,indoor lab,Adult,Male,4.4,,,30,Organism,Metabolism,Max MR,ml O2 h,y,Activity,cm,,,12,,,,,-0.27,n,,,,
71,Rogowitz,1999,Table 2,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,indoor lab,Adult,Male,4.4,,,30,Organism,Metabolism,Aerobic scope,ratio,y,Activity,cm,,,12,,,,,-0.23,n,,,,
71,Rogowitz,1999,Table 2,Ectotherm,Amphibia,Eleutherodactylus cooki,Eleutherodactylus cooki,wild,indoor lab,Adult,Male,4.4,,,30,Organism,Locomotor capacity,Endurance,min,y,Activity,cm,,,12,,,,,-0.002,n,,,,
72,Ros,2006,Table 2,Ectotherm,Osteichthyes,Oreochromis mossambicus,Oreochromis mossambicus,lab,indoor lab,Adult,Male,75.8,,,26,Organism,Metabolism,Routine MR,mmol O2 kg h,y,Activity,%,0.5,,24,,,,,0.76,n,,,"Aggressive behaviour and energy metabolism in a cichlid fish, Oreochromis mossambicus",https://www.sciencedirect.com/science/article/pii/S0031938406002526?casa_token=Qqiq7Ahh0FEAAAAA:KP3SaTAGDkuVG5uX0e8z9GhD4sgm4CLpTLA6WK2L4TYNWKQSaz4o0G6gievdV91BF4Z15ByDmQ
73,Walton,1987,Table 3,Ectotherm,Amphibia,Bufo woodhousei fowleri,Anaxyrus fowleri,wild,outdoor lab,Adult,Mixed,,-87.210937,41.624288,22,Organism,Metabolism,Resting MR,ml O2 h,y,Activity,,,,11,,,,,-0.43,n,,,"Relationships among Metabolic, Locomotory, and Field Measures of Organismal Performance in the Fowler's Toad (Bufo woodhousei fowleri)",https://www.journals.uchicago.edu/doi/pdf/10.1086/physzool.61.2.30156141
73,Walton,1987,Table 3,Ectotherm,Amphibia,Bufo woodhousei fowleri,Anaxyrus fowleri,wild,outdoor lab,Adult,Mixed,,,,22,Organism,Metabolism,Max MR,ml O2 h,y,Activity,,,,11,,,,,0.03,n,,,,
73,Walton,1987,Table 3,Ectotherm,Amphibia,Bufo woodhousei fowleri,Anaxyrus fowleri,wild,outdoor lab,Adult,Mixed,,,,22,Organism,Locomotor capacity,Sprint speed,,y,Activity,,,,11,,,,,0.1,n,,,,
74,Lei,2021,raw data,Ectotherm,Reptilia,Leiolepis belliana,Leiolepis belliana,wild,wild,Adult,Mixed,77.2,103.09,5.408,,Organism,Condition,Body condition,,y,Activity,m day,336,,12,,,,,0.346548073,n,,,The Burrowing Ecology of a Tropical Lizard (Leiolepis belliana),https://bioone.org/journals/herpetologica/volume-77/issue-1/0018-0831-77.1.37/The-Burrowing-Ecology-of-a-Tropical-Lizard-Leiolepis-belliana/10.1655/0018-0831-77.1.37.short
75,Auer,2016,Fig 2,Ectotherm,Osteichthyes,Salmo trutta,Salmo trutta,wild,indoor lab,Juvenile,Mixed,5.7,-3.060494,55.613193,7.5,Organism,Metabolism,Standard MR,residual O2 consumption (mg O2 h),y,Activity,% day,3,,23,,,,,-0.16,n,,,Flexibility in metabolic rate and activity level determines individual variation in overwinter performance,https://link.springer.com/article/10.1007/s00442-016-3697-z
76,Careau,2019,Table 4,Ectotherm,Invertebrate,Gryllus pennsylvanicus,Gryllus pennsylvanicus,wild,indoor lab,Adult,Mixed,0.45,-75.837782,45.499128,25,Organism,Metabolism,Standard MR,ml CO2 min,n,Exploration,s,0.0666667,,62,,,,,-0.1535,y,,,Energy metabolism and personality in wild-caught fall field crickets,https://www.sciencedirect.com/science/article/pii/S0031938418308163
77,Fu,2017,Table 2,Ectotherm,Osteichthyes,Parabramis pekinensis,Parabramis pekinensis,lab,indoor lab,Juvenile,Mixed,7,,,20,Organism,Metabolism,Standard MR,residual O2 consumption (mg O2 h),y,Activity,m,0.333333,,40,,,,,0.061,n,,no predator,Predation threat modifies relationships between metabolism and behavioural traits but not their ecological relevance in Chinese bream,https://www.tandfonline.com/doi/full/10.1080/10236244.2017.1411158
78,Haag,2005,Fig 4,Ectotherm,Invertebrate,Melitaea_cinxia,Melitaea cinxia,wild,wild,Adult,Female,0.13,19.913365,60.190869,,Organism,Metabolism,Max MR,residual CO2 production (ml CO2 h),y,Dispersal,,,,18,,,,,-0.4646272,n,connectivity distance,new population,A candidate locus for variation in dispersal rate in a butterfly metapopulation,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2005.3235
78,Haag,2005,Fig 4,Ectotherm,Invertebrate,Melitaea_cinxia,Melitaea cinxia,wild,wild,Adult,Female,0.13,,,,Organism,Metabolism,Max MR,residual CO2 production (ml CO2 h),y,Dispersal,,,,20,,,,,0.0166696,n,,old population,,
79,Kasumovic,2018,Fig S3,Ectotherm,Invertebrate,Nephila plumipes,Nephila plumipes,wild,indoor lab,Adult,Male,0.01779,151.183,-33.891,,Organism,Locomotor capacity,Sprint speed,mm s,n,Activity,mm s,1,,57,,,,,0.58,n,,,Casual movement speed but not maximal locomotor capacity predicts mate searching success,https://onlinelibrary.wiley.com/doi/full/10.1111/jeb.13239
79,Kasumovic,2018,Fig S3,Ectotherm,Invertebrate,Nephila plumipes,Nephila plumipes,wild,indoor lab,Adult,Male,0.01779,,,,Organism,Metabolism,Aerobic scope,,y,Activity,mm s,1,,57,,,,,0.82,n,,,,
80,Meylan,2002,text,Ectotherm,Reptilia,Zootoca vivipara,Zootoca vivipara,wild,outdoor lab,Juvenile,Mixed,,3.74182,44.42412,,Organism,Condition,Body condition,,y,Dispersal,n patches,120,,256,3.64,,,,0.1192424,n,Experimental runways,,Stress and Body Condition as Prenatal and Postnatal Determinants of Dispersal in the Common Lizard (Lacerta vivipara),https://www.sciencedirect.com/science/article/pii/S0018506X02918271
81,Parthasarathy,2018,text,Ectotherm,Invertebrate,Stegodyphus sarasinorum,Stegodyphus sarasinorum,wild,wild,Adult,Female,,77.37,8.22,,Organism,Condition,Body condition,,y,Dispersal,,24,,27,,,,,-0.003,n,Score for unconnectedness to the natal colonies,,Body condition and food shapes group dispersal but not solitary dispersal in a social spider,https://academic.oup.com/beheco/article/29/3/619/4906611?login=true
82,Schliehe-Dieck,2012,Fig 5,Endotherm,Mammalia,Microcebus murinus,Microcebus murinus,wild,wild,Adult,Mixed,50,44.164662,-20.757082,,Organism,Condition,Body condition,,y,Dispersal,m,,,19,,,,,0.149354752,n,movement away from natal environment,,Sex-specific differences in dispersal propensities and their consequences for grey mouse lemurs (Microcebus murinus),https://d-nb.info/1042529779/34
83,Addis,2019,text,Ectotherm,Amphibia,Gyrinophilus_porphyriticus,Gyrinophilus porphyriticus,wild,wild,Adult,Mixed,,-71.75,43.933333,,Organism,Locomotor capacity,Sprint speed,m s,n,Dispersal,m,,,50,,,-0.41,50,0.057885532,n,distinct movement away from HR,,A distance–performance trade?off in the phenotypic basis of dispersal,https://onlinelibrary.wiley.com/doi/full/10.1002/ece3.5583
84,Crino,2017,text,Endotherm,Aves,Taeniopygia guttata,Taeniopygia guttata,wild,indoor lab,Adult,Female,,141.835,-31.0525,,Organism,Condition,Body condition,,y,Exploration,s,0.5,,51,0.58,,,1,-0.106642154,y,time to new feeder,,"Stress reactivity, condition, and foraging behavior in zebra finches: effects on boldness, exploration, and sociality",https://www.sciencedirect.com/science/article/pii/S0016648016300144#b0170
85,Baugh,2012,Fig 3,Endotherm,Aves,Parus_major,Parus major,lab,indoor lab,Adult,Mixed,,,,,Macromolecule,Hormone,Corticosterone,ng ml,n,Exploration,score,,,68,,,,,-0.1437098,n,,,Corticosterone responses differ between lines of great tits (Parus major) selected for divergent personalities,https://www.sciencedirect.com/science/article/pii/S0016648011004692
86,Baugh,2017,text,Endotherm,Aves,Parus_major,Parus major,wild,wild,Adult,Mixed,,5.841667,52.010556,,Macromolecule,Hormone,Corticosterone,ng ml,n,Exploration,score,,,85,,1.1,,82,0.115052439,n,,,Temporal dynamics of the HPA axis linked to exploratory behavior in a wild European songbird (Parus major),https://www.sciencedirect.com/science/article/pii/S0016648017300618
