study_ID,author_first,year,extracted,thermal_strategy,taxa,species,species_OTL,disp_mode,type,core,front,age,sex,mean_mass_g,lon_core,lat_core,lon_front,lat_front,dist_km,time_core,time_front,time_diff_y,dispersal_rate_km_y,rainfall_core_mm_y,rainfall_front_mm_y,rainfall_diff,temp_core,temp_front,temp_diff,exp_temp,bio_hier,trait,response,response_unit,mean_core,sd_core,se_core,n_core,mean_front,sd_front,se_front,n_front,shared_control,lnRR,notes,title,ref
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 9,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-91.314651,32.4723,697,2009,2013,4,174.25,1272.9,1341,68.1,17.09166667,18.575,1.483333333,,Organism,Locomotor capacity,Endurance,h,0.634831461,0.293858356,0.06741573,19,0.702247191,0.261100001,0.06741573,15,10,0.100925919,,,
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 10,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-93.293259,32.68547,882,2009,2015,6,147,1273.9,1233.8,-40.1,17.09166667,18.03333333,0.941666667,,Organism,Locomotor capacity,Endurance,h,0.634831461,0.293858356,0.06741573,19,0.556179775,0.222369742,0.053932584,17,10,-0.132267969,,,
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 11,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-94.137146,32.496587,964,2009,2016,7,137.7142857,1274.9,1194,-80.9,17.09166667,18.37083333,1.279166667,,Organism,Locomotor capacity,Endurance,h,0.634831461,0.293858356,0.06741573,19,0.686516854,0.259275597,0.071910112,13,10,0.078271228,,,
13,Mitton,2019,Fig 4,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Miami,Tampa,Adult,Mixed,,-80.46,25.47,-81.94,28.03,321.22,1955,2015,60,5.353666667,1293.7,1231.9,-61.8,24.67083333,22.54583333,-2.125,10,Organism,Thermal tolerance,CTmin,,10.66367713,2.062780269,,12,9.273542601,1.367713004,,16,1,0.139677842,cold acclimation,Rapid adaptation to cold in the invasive cane toad Rhinella marina,https://academic.oup.com/conphys/article/7/1/coy075/5334621?login=true
13,Mitton,2019,Fig 4,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Miami,Tampa,Adult,Mixed,,-80.46,25.47,-81.94,28.03,321.22,1955,2015,60,5.353666667,1293.7,1231.9,-61.8,24.67083333,22.54583333,-2.125,25,Organism,Thermal tolerance,CTmin,,11,0.560538117,,15,9.69955157,1.00896861,,12,1,0.125815618,warm acclimation,,
13,Mitton,2019,Fig 6,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Miami,Tampa,Adult,Mixed,,-80.46,25.47,-81.94,28.03,321.22,1955,2015,60,5.353666667,1293.7,1231.9,-61.8,24.67083333,22.54583333,-2.125,10,Organism,Locomotor capacity,Endurance,s,22.54098361,11.61202186,,12,31.42076503,16.39344262,,16,1,0.332133835,,,
13,Mitton,2019,Fig 6,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Miami,Tampa,Adult,Mixed,,-80.46,25.47,-81.94,28.03,321.22,1955,2015,60,5.353666667,1293.7,1231.9,-61.8,24.67083333,22.54583333,-2.125,25,Organism,Locomotor capacity,Endurance,s,131.147541,21.8579235,,15,105.1912568,32.10382514,,12,1,-0.22054277,,,
14,Louppe,2018,Fig 3,Ectotherm,Amphibia,Xenopus_laevis,Xenopus laevis,Aquatic,Invasive,Site 1,Site 2,Adult,Female,28.31,-0.285579,47.089832,-0.304805,46.9485,16.8,1980,2000,20,0.84,715.7,758.8,43.1,11.65416667,11.52083333,-0.133333333,22,Organism,Metabolism,Standard MR,ml O2 s,0.06375,0.01125,,14,0.05,0.02125,,13,1,-0.242946179,,Differences in standard metabolic rate at the range edge versus the center of an expanding invasive population of Xenopus laevis in the West of France,https://zslpublications.onlinelibrary.wiley.com/doi/full/10.1111/jzo.12548
14,Louppe,2018,Fig 3,Ectotherm,Amphibia,Xenopus_laevis,Xenopus laevis,Aquatic,Invasive,Site 1,Site 2,Adult,Male,25.955,-0.285579,47.089832,-0.304805,46.9485,16.8,1980,2000,20,0.84,715.7,758.8,43.1,11.65416667,11.52083333,-0.133333333,22,Organism,Metabolism,Standard MR,ml O2 s,0.08375,0.055,,13,0.03875,0.025,,13,1,-0.770705415,,,
15,Padilla,2019,Fig 2,Ectotherm,Amphibia,Xenopus_laevis,Xenopus laevis,Aquatic,Invasive,Site 1,Site 2,Adult,Female,,-0.285579,47.089832,-0.304805,46.9485,16.8,1980,2000,20,0.84,715.7,758.8,43.1,11.65416667,11.52083333,-0.133333333,,Organ,Cardiovascular,Heart mass,g,0.494444444,0.140545674,0.044444444,10,0.672222222,0.158113883,0.05,10,1,0.307154176,,Allocation trade?offs impact organ size and muscle architecture in an invasive population of Xenopus laevis in Western France,https://onlinelibrary.wiley.com/doi/full/10.1111/joa.13063?casa_token=pMlpaK8sQgwAAAAA%3APmHdqp4CaHk6lUd2gzirmXd8uH3Ep5S62ldJNGGqDEjpfVaIlwlzAP_G3qs8rMe2GpkrSU41PP9D1vVa
15,Padilla,2019,Fig 2,Ectotherm,Amphibia,Xenopus_laevis,Xenopus laevis,Aquatic,Invasive,Site 1,Site 2,Adult,Male,,-0.285579,47.089832,-0.304805,46.9485,16.8,1980,2000,20,0.84,715.7,758.8,43.1,11.65416667,11.52083333,-0.133333333,,Organ,Cardiovascular,Heart mass,g,0.694444444,0.193250301,0.061111111,10,0.661111111,0.193250301,0.061111111,10,1,-0.049190244,,,
16,Louppe,2017,Fig 3,Ectotherm,Amphibia,Xenopus_laevis,Xenopus laevis,Aquatic,Invasive,Site 1,Site 2,Adult,Female,36.14,-0.285579,47.089832,-0.304805,46.9485,16.8,1980,2000,20,0.84,715.7,758.8,43.1,11.65416667,11.52083333,-0.133333333,22,Organism,Locomotor capacity,Endurance,s,75.9697733,1.007556675,,20,91.4861461,1.61209068,,20,1,0.185852011,,Differences in mobility at the range edge of an expanding invasive population of Xenopus laevis in the west of France,https://jeb.biologists.org/content/220/2/278.short
16,Louppe,2017,Fig 3,Ectotherm,Amphibia,Xenopus_laevis,Xenopus laevis,Aquatic,Invasive,Site 1,Site 2,Adult,Male,36.64,-0.285579,47.089832,-0.304805,46.9485,16.8,1980,2000,20,0.84,715.7,758.8,43.1,11.65416667,11.52083333,-0.133333333,22,Organism,Locomotor capacity,Endurance,,110.0251889,1.20906801,,14,148.3123426,1.20906801,,33,1,0.298611143,,,
17,Myles-Gonzalez,2015,Fig 4,Ectotherm,Osteichthyes,Neogobius_melanostomus,Neogobius melanostomus,Aquatic,Invasive,Hastings,Little lake,Adult,Male,4.2,-77.952872,44.31078,-78.30916,44.29749,60,2003,2012,9,6.666666667,861.1,824.5,-36.6,6.6625,6.366666667,-0.295833333,20,Organism,Metabolism,Resting MR,mg O2 h,0.768,0.15919799,0.048,11,1.0272,0.31839598,0.096,11,1,0.2908022,,"To boldly go where no goby has gone before: boldness, dispersal tendency, and metabolism at the invasion front",https://academic.oup.com/beheco/article/26/4/1083/210233
18,Selechnik,2017,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Cairns,Oombulgurri,Adult,Female,131,145.7781,-16.9186,127.8413,-15.1818,2668,1935,2015,80,33.35,2191.6,841.7,-1349.9,24.15416667,28.125,3.970833333,,Cellular,Cardiovascular,RBC,n,94.6,65.12480326,,10,74.4,49.41902468,,10,1,-0.240201534,,Effects of invasion history on physiological responses to immune system activation in invasive Australian cane toads,https://peerj.com/articles/3856/
18,Selechnik,2017,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Cairns,Oombulgurri,Adult,Female,,145.7781,-16.9186,127.8413,-15.1818,2668,1935,2015,80,33.35,2191.6,841.7,-1349.9,24.15416667,28.125,3.970833333,,Cellular,Immunity,WBC,n,2.7,1.734935157,,10,3.6,3.072458299,,10,1,0.287682072,,,
19,Gruber,2017,Fig 2,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Cairns,Middle Point,Adult,Female,,145.933333,-17.933333,131.3,-12.566667,2360,1938,2003,65,36.30769231,2439.8,1423,-1016.8,23.35,27.36666667,4.016666667,,Organism,Activity,Activity,s,25.0249584,5.324459235,1.331114809,16,108.8851913,6.389351082,1.59733777,16,2,1.470420374,,Geographic divergence in dispersal-related behaviour in cane toads from range-front versus range-core populations in Australi,https://link.springer.com/content/pdf/10.1007/s00265-017-2266-8.pdf
19,Gruber,2017,Fig 2,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Cairns,Purnululu,Adult,Female,,145.933333,-17.933333,128.55,-17.45,2823,1938,2010,72,39.20833333,2439.8,563.8,-1876,23.35,27.11666667,3.766666667,,Organism,Activity,Activity,s,25.0249584,5.324459235,1.331114809,16,135.7737105,6.389351082,1.59733777,16,2,1.691115943,,,
20,Liebl,2012,Fig 4,Endotherm,Aves,Passer_domesticus,Passer domesticus,Aerial,Invasive,Mombasa,Watamu,Adult,Mixed,,39.61201,-4.031752,39.998987,-3.337951,120,1950,1960,10,12,1115.3,1108.5,-6.8,26.69583333,25.54583333,-1.15,,Macromolecule,Hormone,Corticosterone,,0.256186317,0.094170423,,12,0.484716157,0.048034934,,12,7,0.637658495,restrainted,Exploratory behaviour and stressor hyper-responsiveness facilitate range expansion of an introduced songbird,https://royalsocietypublishing.org/doi/10.1098/rspb.2012.1606
20,Liebl,2012,Fig 4,Endotherm,Aves,Passer_domesticus,Passer domesticus,Aerial,Invasive,Mombasa,Voi,Adult,Mixed,,39.61201,-4.031752,38.558106,-3.388464,160,1950,1970,20,8,1116.3,684,-432.3,26.69583333,24.0125,-2.683333333,,Macromolecule,Hormone,Corticosterone,,0.256186317,0.094170423,,12,0.247452693,0.077147016,,13,7,-0.034685558,,,
20,Liebl,2012,Fig 4,Endotherm,Aves,Passer_domesticus,Passer domesticus,Aerial,Invasive,Mombasa,Nairobi,Adult,Mixed,,39.61201,-4.031752,36.804791,-1.345754,500,1950,1980,30,16.66666667,1117.3,944.4,-172.9,26.69583333,18.14166667,-8.554166667,,Macromolecule,Hormone,Corticosterone,,0.256186317,0.094170423,,12,0.585152838,0.062590975,,13,7,0.825968094,,,
20,Liebl,2012,Fig 4,Endotherm,Aves,Passer_domesticus,Passer domesticus,Aerial,Invasive,Mombasa,Nakuru,Adult,Mixed,,39.61201,-4.031752,36.078165,-0.260193,630,1950,1990,40,15.75,1118.3,1003.8,-114.5,26.69583333,17.1,-9.595833333,,Macromolecule,Hormone,Corticosterone,,0.256186317,0.094170423,,12,0.513828239,0.093158661,,12,7,0.695984062,,,
20,Liebl,2012,Fig 4,Endotherm,Aves,Passer_domesticus,Passer domesticus,Aerial,Invasive,Mombasa,Nyeri,Adult,Mixed,,39.61201,-4.031752,36.964715,-0.444418,650,1950,2000,50,13,1119.3,1160.2,40.9,26.69583333,16.65,-10.04583333,,Macromolecule,Hormone,Corticosterone,,0.256186317,0.094170423,,12,0.423580786,0.061135371,,13,7,0.502839272,,,
20,Liebl,2012,Fig 4,Endotherm,Aves,Passer_domesticus,Passer domesticus,Aerial,Invasive,Mombasa,Isiolo,Adult,Mixed,,39.61201,-4.031752,37.586812,0.339862,755,1950,2005,55,13.72727273,1120.3,1174.5,54.2,26.69583333,22.54583333,-4.15,,Macromolecule,Hormone,Corticosterone,,0.256186317,0.094170423,,12,0.768558952,0.064046579,,11,7,1.098612289,,,
20,Liebl,2012,Fig 4,Endotherm,Aves,Passer_domesticus,Passer domesticus,Aerial,Invasive,Mombasa,Kakamega,Adult,Mixed,,39.61201,-4.031752,34.756082,0.279629,885,1950,2007,57,15.52631579,1121.3,1881.5,760.2,26.69583333,21.31666667,-5.379166667,,Macromolecule,Hormone,Corticosterone,,0.256186317,0.094170423,,12,0.866084425,0.075691412,,11,7,1.218077411,,,
21,Martin,2017,Fig 2,Endotherm,Aves,Passer_domesticus,Passer domesticus,Aerial,Invasive,Dekar,Saint Louis,Adult,Mixed,23.7,-17.463767,14.74139,-16.464481,16.041392,179,1970,2007,37,4.837837838,457.7,275.2,-182.5,24.3,26,1.7,,Macromolecule,Hormone,Corticosterone,ng ml,16.66666667,9.074407317,1.98019802,21,10.0660066,5.354779122,1.485148515,13,2,-0.504246653,non-restrained,Corticosterone regulation in house sparrows invading Senegal,https://www.sciencedirect.com/science/article/pii/S0016648017301302?casa_token=LrVHlktj0DsAAAAA:-UDIOHDcJbW-dZln3tdFrxNZQdqK7nQd4mLwN_cLBFpogkKpBUh_twLn_Aj86ea_p9cMLI81LA
21,Martin,2017,Fig 2,Endotherm,Aves,Passer_domesticus,Passer domesticus,Aerial,Invasive,Dekar,Richard Toll,Adult,Mixed,23.7,-17.463767,14.74139,-16.48216,16.032007,271,1970,2007,37,7.324324324,457.7,275.2,-182.5,24.3,27.6,3.3,,Macromolecule,Hormone,Corticosterone,ng ml,16.66666667,9.074407317,1.98019802,21,7.590759076,5.940594059,1.485148515,16,2,-0.78647912,,,
21,Martin,2017,Fig 2,Endotherm,Aves,Passer_domesticus,Passer domesticus,Aerial,Invasive,Dekar,Saint Louis,Adult,Mixed,,-17.463767,14.74139,-16.464481,16.041392,179,1970,2007,37,4.837837838,457.7,275.2,-182.5,24.3,26,1.7,,Macromolecule,Hormone,Corticosterone,ng ml,22.27722772,14.36781158,3.135313531,21,31.84818482,10.11458279,2.805280528,13,2,0.35741541,restrained,,
21,Martin,2017,Fig 2,Endotherm,Aves,Passer_domesticus,Passer domesticus,Aerial,Invasive,Dekar,Richard Toll,Adult,Mixed,,-17.463767,14.74139,-16.48216,16.032007,271,1970,2007,37,7.324324324,457.7,275.2,-182.5,24.3,27.6,3.3,,Macromolecule,Hormone,Corticosterone,ng ml,22.27722772,14.36781158,3.135313531,21,44.38943894,23.10231023,5.775577558,16,2,0.689436601,,,
22,Martin,2017,Fig 2,Endotherm,Aves,Passer_domesticus,Passer domesticus,Aerial,Invasive,Mombasa,Nairobi,Adult,Mixed,,39.61201,-4.031752,39.998987,-3.337951,500,1950,1980,30,16.66666667,1115.3,944.4,-170.9,26.69583333,18.14166667,-8.554166667,30,Organism,Metabolism,Resting MR,ml O2 g min,2.016431925,0.260214206,0.075117371,12,2.241784038,0.281063466,0.075117371,14,2,0.105942418,,Costs of immunity and their role in the range expansion of the house sparrow in Kenya,https://jeb.biologists.org/content/220/12/2228?utm_source=TrendMD&utm_medium=cpc&utm_campaign=J_Exp_Biol_TrendMD_0
22,Martin,2017,Fig 2,Endotherm,Aves,Passer_domesticus,Passer domesticus,Aerial,Invasive,Mombasa,Nakuru,Adult,Mixed,,39.61201,-4.031752,36.078165,-0.260193,650,1950,1990,40,16.25,1115.3,1003.8,-111.5,26.69583333,17.1,-9.595833333,30,Organism,Metabolism,Resting MR,ml O2 g min,2.016431925,0.260214206,0.075117371,12,2.373239437,0.316196399,0.084507042,14,2,0.162926297,,,
22,Martin,2017,Fig 4,Endotherm,Aves,Passer_domesticus,Passer domesticus,Aerial,Invasive,Mombasa,Nairobi,Adult,Mixed,,39.61201,-4.031752,39.998987,-3.337951,500,1950,1980,30,16.66666667,1115.3,944.4,-170.9,26.69583333,18.14166667,-8.554166667,,Macromolecule,Oxidative status,Reactive oxygen metabolite,,0.685517241,0.133785993,0.03862069,12,0.656551724,0.098057228,0.026206897,14,2,-0.043172172,,,
22,Martin,2017,Fig 4,Endotherm,Aves,Passer_domesticus,Passer domesticus,Aerial,Invasive,Mombasa,Nakuru,Adult,Mixed,,39.61201,-4.031752,36.078165,-0.260193,650,1950,1990,40,16.25,1115.3,1003.8,-111.5,26.69583333,17.1,-9.595833333,,Macromolecule,Oxidative status,Reactive oxygen metabolite,,0.685517241,0.133785993,0.03862069,12,0.685517241,0.144505389,0.03862069,14,2,0,,,
22,Martin,2017,Fig 4,Endotherm,Aves,Passer_domesticus,Passer domesticus,Aerial,Invasive,Mombasa,Nairobi,Adult,Mixed,,39.61201,-4.031752,39.998987,-3.337951,500,1950,1980,30,16.66666667,1115.3,944.4,-170.9,26.69583333,18.14166667,-8.554166667,,Macromolecule,Oxidative status,Total antioxidant capacity,,1934.969325,306.0310629,88.34355828,12,1890.797546,413.1891593,110.4294479,14,2,-0.023092752,,,
22,Martin,2017,Fig 4,Endotherm,Aves,Passer_domesticus,Passer domesticus,Aerial,Invasive,Mombasa,Nakuru,Adult,Mixed,,39.61201,-4.031752,36.078165,-0.260193,650,1950,1990,40,16.25,1115.3,1003.8,-111.5,26.69583333,17.1,-9.595833333,,Macromolecule,Oxidative status,Total antioxidant capacity,,1934.969325,306.0310629,88.34355828,12,1806.134969,247.9134956,66.25766871,14,2,-0.068902288,,,
23,McCann,2018,Fig 2,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Smithfield,Leaning Tree Lagoon,Adult,Mixed,141.4,145.688713,-16.825886,131.419141,-12.71197,2377,1935,2005,70,33.95714286,1748.7,1386.8,-361.9,24.15416667,27.14583333,2.991666667,24,Organism,Thermal tolerance,CTmin,,10.54674221,2.476896107,0.280453258,78,10.45325779,2.14027678,0.229461756,87,4,0.008903337,,Physiological plasticity in a successful invader: rapid acclimation to cold occurs only in cool-climate populations of cane toads (Rhinella marina),https://academic.oup.com/conphys/article/6/1/cox072/4791884?login=true
23,McCann,2018,Fig 2,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Smithfield,Woombah,Adult,Mixed,49,145.688713,-16.825886,153.253596,-29.354637,1951,1935,1978,43,45.37209302,1748.7,1398.1,-350.6,24.15416667,19.27916667,-4.875,24,Organism,Thermal tolerance,CTmin,,10.54674221,2.476896107,0.280453258,78,9.280453258,3.573692286,0.526912181,46,4,0.127906629,,,
23,McCann,2018,Fig 2,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Smithfield,Leaning Tree Lagoon,Adult,Mixed,141.4,145.688713,-16.825886,131.419141,-12.71197,2377,1935,2005,70,33.95714286,1748.7,1386.8,-361.9,24.15416667,27.14583333,2.991666667,12,Organism,Thermal tolerance,CTmin,,10.58073654,2.927240854,0.331444759,78,10.54674221,1.902468249,0.203966006,87,4,0.003218024,,,
23,McCann,2018,Fig 2,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Smithfield,Woombah,Adult,Mixed,49,145.688713,-16.825886,153.253596,-29.354637,1951,1935,1978,43,45.37209302,1748.7,1398.1,-350.6,24.15416667,19.27916667,-4.875,12,Organism,Thermal tolerance,CTmin,,10.58073654,2.927240854,0.331444759,78,6.985835694,1.671565747,0.246458924,46,4,0.415150414,,,
24,Courant,2019,Fig 3,Ectotherm,Amphibia,Xenopus_laevis,Xenopus laevis,Aquatic,Invasive,Site 1,Site 2,Adult,Female,,-0.285579,47.089832,-0.454494,47.331917,29.9,1980,2000,20,1.495,715.7,708.2,-7.5,11.65416667,11.5375,-0.116666667,,Organism,Activity,Activity,,0.433333333,0.028042328,,116,0.511640212,0.026984127,,117,1,0.166114412,,Rapid changes in dispersal on a small spatial scale at the range edge of an expanding population,https://link.springer.com/article/10.1007/s10682-019-09996-x
24,Courant,2019,Fig 3,Ectotherm,Amphibia,Xenopus_laevis,Xenopus laevis,Aquatic,Invasive,Site 1,Site 2,Adult,Male,,-0.285579,47.089832,-0.454494,47.331917,29.9,1980,2000,20,1.495,715.7,708.2,-7.5,11.65416667,11.5375,-0.116666667,,Organism,Activity,Activity,,0.439153439,0.028042328,,131,0.579365079,0.032275132,,87,1,0.277083941,,,
25,Pizzatto,2017,Fig 1,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Adelaide River floodplain,Lake Argyle,Adult,Mixed,,131.316667,-12.566667,128.733333,-16.1,517.8,2005,2016,11,47.07272727,1423,729.6,-693.4,27.36666667,28.00416667,0.6375,,Organism,Activity,Activity,,73.53760446,26.05313192,7.520891365,12,243.5933148,182.1765352,37.18662953,24,1,1.197703191,,The accelerating invasion: dispersal rates of cane toads at an invasion front compared to an already-colonized location,https://link.springer.com/article/10.1007/s10682-017-9896-1
26,Stuart,2018,text,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Middle Point,Adult,Mixed,174.0825,146.82,-19.26,131.33,-12.56,2497,1935,2003,68,36.72058824,1111,1423,312,24.175,27.36666667,3.191666667,27.5,Organism,Locomotor capacity,Sprint speed,m,5.52,0.58,0.29,4,5.73,0.98,0.49,4,2,0.03733767,,Proximate mechanisms underlying the rapid modification of phenotypic traits in cane toads (Rhinella marina) across their invasive range within Australia,https://academic.oup.com/biolinnean/article-abstract/126/1/68/5189714?redirectedFrom=fulltext
26,Stuart,2018,text,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Kununurra ,Adult,Mixed,150.51,146.82,-19.26,128.74,-15.78,2622,1935,2011,76,34.5,1111,768,-343,24.175,28.20833333,4.033333333,27.5,Organism,Locomotor capacity,Sprint speed,m,5.52,0.58,0.29,4,4.73,0.68,0.34,4,2,-0.154452658,,,
27,Philips,2010,Table 1,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Cairns,Normanton,Adult,Mixed,,145.7341,-16.890663,140.979926,-17.761193,505,1936,1966,30,16.83333333,2191.6,811.3,-1380.3,24.7,27.12916667,2.429166667,,Organism,Activity,Activity,,2.57,1.186,,9,3.31,1.247,,8,3,0.25304229,,Evolutionarily accelerated invasions: the rate of dispersal evolves upwards during the range advance of cane toads,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1420-9101.2010.02118.x
27,Philips,2010,Table 1,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Cairns,Borroloola,Adult,Mixed,,145.7341,-16.890663,136.308018,-16.071387,1013,1936,1988,52,19.48076923,2191.6,843.1,-1348.5,24.7,26.95,2.25,,Organism,Activity,Activity,,2.57,1.186,,9,3.16,1.259,,10,3,0.206666129,,,
27,Philips,2010,Table 1,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Cairns,Timber Creek,Adult,Mixed,,145.7341,-16.890663,130.467952,-15.650431,1636,1936,2006,70,23.37142857,2191.6,861.6,-1330,24.7,27.75416667,3.054166667,,Organism,Activity,Activity,,2.57,1.186,,9,3.52,1.699,,4,3,0.314555091,,,
28,Lopez,2012,Fig 3,Ectotherm,Osteichthyes,Hemichromis_letourneuxi,Hemichromis letourneuxi,Aquatic,Invasive,Chekika,L31W Marsh,Adult,Mixed,,-80.583333,25.616667,-80.583333,25.466667,10,2000,2002,2,5,1513.6,1491.8,-21.8,24.31666667,24.4625,0.145833333,,Organism,Condition,Body condition,,2.482758621,0.279667243,0.045977011,37,2.747126437,0.508872267,0.08045977,40,5,0.101185144,L31W Marsh,Nonnative African jewelfish are more fit but not bolder at the invasion front: a trait comparison across an Everglades range expansion,https://link.springer.com/article/10.1007/s10530-012-0221-1
28,Lopez,2012,Fig 3,Ectotherm,Osteichthyes,Hemichromis_letourneuxi,Hemichromis letourneuxi,Aquatic,Invasive,Chekika,Taylor Slough,Adult,Mixed,,-80.583333,25.616667,-80.6,25.4,15,2000,2002,2,7.5,1513.6,1491.8,-21.8,24.31666667,24.4625,0.145833333,,Organism,Condition,Body condition,,2.482758621,0.279667243,0.045977011,37,2.83908046,0.373519007,0.045977011,66,5,0.134109929,Taylor Slough,,
28,Lopez,2012,Fig 3,Ectotherm,Osteichthyes,Hemichromis_letourneuxi,Hemichromis letourneuxi,Aquatic,Invasive,Chekika,Pahyokee,Adult,Mixed,,-80.583333,25.616667,-80.783333,25.433333,18,2000,2003,3,6,1513.6,1450.9,-62.7,24.31666667,24.49583333,0.179166667,,Organism,Condition,Body condition,,2.482758621,0.279667243,0.045977011,37,2.954022989,0.467746895,0.068965517,46,5,0.173797677,Pahyokee,,
28,Lopez,2012,Fig 3,Ectotherm,Osteichthyes,Hemichromis_letourneuxi,Hemichromis letourneuxi,Aquatic,Invasive,Chekika,Mahogany Hammock,Adult,Mixed,,-80.583333,25.616667,-80.833333,25.333333,25,2000,2005,5,5,1513.6,1410.6,-103,24.31666667,24.75,0.433333333,,Organism,Condition,Body condition,,2.482758621,0.279667243,0.045977011,37,2.965517241,0.469157049,0.08045977,34,5,0.177681177,Mahogany Hammock,,
28,Lopez,2012,Fig 3,Ectotherm,Osteichthyes,Hemichromis_letourneuxi,Hemichromis letourneuxi,Aquatic,Invasive,Chekika,East of Pahyokee,Adult,Mixed,,-80.583333,25.616667,-80.8,25.283333,26,2000,2007,7,3.714285714,1513.6,1410.6,-103,24.31666667,24.75,0.433333333,,Organism,Condition,Body condition,,2.482758621,0.279667243,0.045977011,37,3.137931034,0.528235646,0.091954023,33,5,0.234193388,East of Pahyokee,,
29,Rebrina,2015,Fig 3,Ectotherm,Invertebrate,Pacifastacus leniusculus,Pacifastacus leniusculus,Aquatic,Invasive,Core D,Front D,Adult,Male,,15.581779,45.390096,15.608043,45.413053,2.56,2010,2012,2,1.28,1253.5,1253.5,0,10.74166667,10.74166667,0,,Organism,Condition,Body condition,,0.032283737,0.00733564,,20,0.039204152,0.009550173,,20,1,0.19421906,,Trait variability of the signal crayfish (Pacifastacus leniusculus) in a recently invaded region reflects potential benefits and trade-offs during dispersal,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.688.8473&rep=rep1&type=pdf
29,Rebrina,2015,Fig 3,Ectotherm,Invertebrate,Pacifastacus leniusculus,Pacifastacus leniusculus,Aquatic,Invasive,Core U,Front U,Adult,Male,,15.53749,45.376053,15.508136,45.367314,4.2,2010,2012,2,2.1,1253.5,1253.5,0,10.74166667,10.74166667,0,,Organism,Condition,Body condition,,0.034359862,0.010380623,,20,0.036297578,0.003598616,,4,1,0.054861944,,,
29,Rebrina,2015,Fig 3,Ectotherm,Invertebrate,Pacifastacus leniusculus,Pacifastacus leniusculus,Aquatic,Invasive,Core D,Front D,Adult,Female,,15.581779,45.390096,15.608043,45.413053,2.56,2010,2012,2,1.28,1253.5,1253.5,0,10.74166667,10.74166667,0,,Organism,Condition,Body condition,,0.029846154,0.003230769,,20,0.032984615,0.002123077,,20,1,0.09998527,,,
29,Rebrina,2015,Fig 3,Ectotherm,Invertebrate,Pacifastacus leniusculus,Pacifastacus leniusculus,Aquatic,Invasive,Core U,Front U,Adult,Female,,15.53749,45.376053,15.508136,45.367314,4.2,2010,2012,2,2.1,1253.5,1253.5,0,10.74166667,10.74166667,0,,Organism,Condition,Body condition,,0.031692308,0.002307692,,20,0.031976923,0.001569231,,10,1,0.008940497,,,
30,Llywellyn,2012,Fig 3,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Cairns,Normanton,Adult,Mixed,55.2,145.7341,-16.890663,140.979926,-17.761193,505,1936,1966,30,16.83333333,2191.6,811.3,-1380.3,24.7,27.12916667,2.429166667,32,Organism,Metabolism,Resting MR,ml O2 g h,0.215254237,0.051997931,0.015677966,11,0.205932203,0.060181426,0.017372881,12,3,-0.044272824,,Reduced investment in immune function in invasion-front populations of the cane toad (Rhinella marina) in Australia,https://link.springer.com/article/10.1007/s10530-011-0135-3
